19:22:31.753 INFO (Entity.java:228) Table feed_info was missing but it is not required.
19:22:31.753 INFO (GTFSFeed.java:90) Feed ID is undefined.
19:22:31.753 INFO (GTFSFeed.java:92) Feed ID is 'null'.
19:22:31.753 INFO (Entity.java:232) Loading GTFS table agency from agency.txt
19:22:31.754 INFO (Entity.java:228) Table calendar was missing but it is not required.
19:22:31.754 INFO (Entity.java:232) Loading GTFS table calendar_dates from calendar_dates.txt
19:22:31.814 INFO (Entity.java:228) Table fare_attributes was missing but it is not required.
19:22:31.814 INFO (Entity.java:228) Table fare_rules was missing but it is not required.
19:22:31.814 INFO (Entity.java:232) Loading GTFS table routes from routes.txt
19:22:31.825 INFO (Entity.java:232) Loading GTFS table shapes from shapes.txt
19:22:33,202 ERROR ~ DB transaction left unclosed, this signifies a memory leak!
19:22:33,204 ERROR ~ DB transaction left unclosed, this signifies a memory leak!
19:22:33,204 ERROR ~ DB transaction left unclosed, this signifies a memory leak!
19:22:35.420 INFO (Entity.java:240) Record number 500.0k
19:22:37.788 INFO (Entity.java:232) Loading GTFS table stops from stops.txt
19:22:37.861 INFO (Entity.java:228) Table transfers was missing but it is not required.
19:22:37.861 INFO (Entity.java:232) Loading GTFS table trips from trips.txt
19:22:37.987 INFO (Entity.java:228) Table frequencies was missing but it is not required.
19:22:37.988 INFO (Entity.java:232) Loading GTFS table stop_times from stop_times.txt
19:22:43.060 INFO (Entity.java:240) Record number 500.0k
19:22:45.374 INFO (Entity.java:240) Record number 1.0M
19:22:47.922 INFO (Entity.java:240) Record number 1.5M
19:22:50.381 INFO (GTFSFeed.java:105) 0 errors
19:22:50,382 INFO  ~ GtfsImporter: importing agencies...
19:23:43,675 WARN  ~ Shape dist traveled past end of shape, was 11728.343365463274, expected max 11728.343365463274, clamping
19:23:43,690 INFO  ~ Fixed 10 / 10 stops after first round for trip pattern 1dad6a89-0e3b-4d40-a639-7a28762ca7f0 (CRYSTAL CITY) on route 0a1f794a-a36f-4b08-9bdc-06671672c123
19:23:43,728 INFO  ~ Loaded 12000 / 49539 trips
19:23:43,788 INFO  ~ Fixed 10 / 12 stops after first round for trip pattern 077fa56b-40aa-49cd-9781-796a9a2ea74c (SOUTHERN AVE STATION) on route 1f0375b7-5010-4ef9-9df3-69d72473233c
19:23:43,791 WARN  ~ Shape dist traveled past end of shape, was 38252.3761364479, expected max 38252.3761364479, clamping
19:23:43,840 INFO  ~ Fixed 22 / 29 stops after first round for trip pattern 105abf6e-4083-4637-a1c0-17f045ffa4e9 (GREENCASTLE PARK & RIDE) on route 02918ea7-0704-4f8b-8aa2-202f971fd2d0
19:23:44,064 INFO  ~ Fixed 64 / 78 stops after first round for trip pattern 91b3d6d8-3166-48e2-9e75-892311601f5d (STADIUM - ARMORY) on route 7aa38cc7-98c4-4b5d-a39b-4f947c09c1c6
19:23:44,315 INFO  ~ Fixed 54 / 74 stops after first round for trip pattern 36d8cbab-3229-4653-b490-232808767896 (SILVER SPRING STATION) on route 122a3499-08c1-4bed-a227-fb302e868090
19:23:44,447 INFO  ~ Fixed 34 / 47 stops after first round for trip pattern 466d5d72-43f9-4e67-a423-4926ba897919 (ANACOSTIA STATION) on route a102eaea-3b30-4c77-b428-2e8709c2ed8c
19:23:44,507 INFO  ~ Fixed 10 / 12 stops after first round for trip pattern 1f5bafd4-463b-479c-bb3b-6678d3725ce7 (UNION STATION) on route cf5023f7-b5f9-4b3a-9d46-7884978c0294
19:23:44,678 INFO  ~ Fixed 44 / 60 stops after first round for trip pattern d137335f-cba5-4d89-9b8c-186332c7f8c3 (ARCHIVES) on route c96fd764-de91-4074-8478-c74959370f22
19:23:44,678 WARN  ~ Two stops on trip pattern d137335f-cba5-4d89-9b8c-186332c7f8c3 map to same point on shape
19:23:44,678 WARN  ~ Two stops on trip pattern d137335f-cba5-4d89-9b8c-186332c7f8c3 map to same point on shape
19:23:44,678 WARN  ~ Two stops on trip pattern d137335f-cba5-4d89-9b8c-186332c7f8c3 map to same point on shape
19:23:44,679 WARN  ~ Two stops on trip pattern d137335f-cba5-4d89-9b8c-186332c7f8c3 map to same point on shape
19:23:44,679 WARN  ~ Two stops on trip pattern d137335f-cba5-4d89-9b8c-186332c7f8c3 map to same point on shape
19:23:44,679 WARN  ~ Two stops on trip pattern d137335f-cba5-4d89-9b8c-186332c7f8c3 map to same point on shape
19:23:44,679 WARN  ~ Two stops on trip pattern d137335f-cba5-4d89-9b8c-186332c7f8c3 map to same point on shape
19:23:44,679 WARN  ~ Two stops on trip pattern d137335f-cba5-4d89-9b8c-186332c7f8c3 map to same point on shape
19:23:44,726 INFO  ~ Fixed 24 / 31 stops after first round for trip pattern c876674d-e689-4239-bd70-efe7fa238f8d (SILVER SPRING STATION) on route c6d0a86c-47d0-4320-b863-fe033b532537
19:23:44,751 INFO  ~ Fixed 15 / 19 stops after first round for trip pattern a9970a34-0233-404d-9adc-3c745ec0d1f4 (NATIONALS PARK) on route 79d84329-0fae-4821-a978-5ddc0bda267e
19:23:44,858 INFO  ~ Fixed 34 / 41 stops after first round for trip pattern 9dde807d-aaa4-4ec8-8acd-13127512f9f0 (CULMORE) on route 9ded3363-951b-431b-8fc1-ef6847ac5e95
19:23:44,911 WARN  ~ Stop is more than 1km from its shape, using straight-line distances
19:23:45,047 INFO  ~ Fixed 11 / 11 stops after first round for trip pattern b42b16ac-7208-4675-b51b-953086e84815 (INDIAN HEAD) on route 1f0375b7-5010-4ef9-9df3-69d72473233c
19:23:45,343 INFO  ~ Fixed 65 / 76 stops after first round for trip pattern 37a689f2-0161-4d47-b5bb-e1cd47402052 (COLLINGTON) on route 65ddba12-4924-43ff-aa16-4286a4893474
19:23:45,524 INFO  ~ Fixed 49 / 63 stops after first round for trip pattern e5c7be91-881d-4e2b-b5a9-f8705f690eb4 (EAST FALLS CHURCH STATION) on route 1c4a68b5-5ad1-43f4-8887-c7c80d4d9fa5
19:23:45,626 INFO  ~ Fixed 34 / 42 stops after first round for trip pattern dd2a381d-0500-4a6c-9e5c-83fdc826ad15 (MINNESOTA AVE STATION) on route 263774df-c4d3-489d-ab2a-08facc5eb14a
19:23:45,632 INFO  ~ Fixed 8 / 8 stops after first round for trip pattern 0ca77495-a5a3-4028-bf1b-4b215ef658fa (NEW CARROLLTON) on route a1a52c1c-256c-4308-94a7-b3e85a4285a7
19:23:45,829 INFO  ~ Fixed 55 / 68 stops after first round for trip pattern b4c2dd79-4f8d-4fdc-9858-4a29f904d91e (FORT TOTTEN) on route 659aa27c-6f5f-4608-aa49-5fbcbd841df2
19:23:45,901 INFO  ~ Fixed 29 / 37 stops after first round for trip pattern 749ee182-9a5b-4d5b-8ccb-2f8b2856a2e6 (PRINCE GEORGES COMMUNITY COLLEGE) on route 7a9d3b6c-d3cc-4099-a31b-4c7c4f408ac8
19:23:45,952 INFO  ~ Fixed 25 / 37 stops after first round for trip pattern 98ff5913-671c-4bc5-be9d-dbedcf28b929 (FRIENDSHIP HEIGHTS) on route 50c1edad-36dd-4c6c-9609-f75cbc24e66e
19:23:46,037 INFO  ~ Fixed 11 / 17 stops after first round for trip pattern 5985d4a4-fd7f-4173-949f-80845f86a473 (SILVER SPRING STATION) on route 6cd1d938-a1fe-43e1-a664-6af55927003c
19:23:46,039 WARN  ~ Shape dist traveled past end of shape, was 12458.164881923112, expected max 12458.164881923112, clamping
19:23:46,039 WARN  ~ Shape dist traveled past end of shape, was 12458.164881923112, expected max 12458.164881923112, clamping
19:23:46,039 WARN  ~ Shape dist traveled past end of shape, was 12458.164881923112, expected max 12458.164881923112, clamping
19:23:46,130 INFO  ~ Fixed 38 / 46 stops after first round for trip pattern 18d212be-052a-443a-b1b5-b22d13c144b0 (SOUTHERN AVE STATION) on route ad8ce697-0f83-4043-aa4f-4e10ec55857f
19:23:46,131 WARN  ~ Shape dist traveled past end of shape, was 10242.719232083286, expected max 10242.719232083286, clamping
19:23:46,382 INFO  ~ Fixed 45 / 51 stops after first round for trip pattern b46a7f0c-f9b3-4753-b257-97a2bfce9b89 (SILVER SPRING STATION) on route 5844b309-3754-4210-bacd-7324283a47f5
19:23:46,460 INFO  ~ Loaded 13000 / 49539 trips
19:23:46,557 INFO  ~ Fixed 33 / 37 stops after first round for trip pattern f60b2556-1404-4004-9fa8-a101debb345e (FRIENDSHIP HEIGHTS) on route d4b15eb8-130e-47f1-b8cf-3877f1919844
19:23:46,652 INFO  ~ Fixed 13 / 16 stops after first round for trip pattern 7769e4df-f78c-4810-807a-bbe9ebf681c6 (BLADENSBURG & SOUTH DAKOTA) on route 6b821979-3a52-4013-8688-67bb7238c4bb
19:23:46,652 WARN  ~ Shape dist traveled past end of shape, was 3791.2822722277933, expected max 3791.2822722277933, clamping
19:23:46,846 INFO  ~ Fixed 74 / 84 stops after first round for trip pattern 6a9f814c-9906-43d3-9ebb-c2fa525b0ec6 (WASHINGTON OVERLOOK) on route f829a800-c614-458e-8e45-6cd9ae3f226a
19:23:47,114 INFO  ~ Fixed 82 / 87 stops after first round for trip pattern d22831bc-f5e8-4551-9dba-2efe6ddb0e66 (ANNANDALE) on route 5a3674aa-7107-41dd-bdaf-7c2c19cf154e
19:23:47,244 INFO  ~ Fixed 27 / 31 stops after first round for trip pattern 40023d11-a3f3-42fa-b768-000a54ae3d88 (SKYLINE CITY) on route 9062c900-b5d2-4472-a301-5eb227ebfd66
19:23:47,244 WARN  ~ Shape dist traveled past end of shape, was 9784.21805171936, expected max 9784.21805171936, clamping
19:23:47,582 INFO  ~ Fixed 55 / 77 stops after first round for trip pattern b11de3d5-eaca-43ab-899d-d5fb6770eb55 (ADDISON RD STATION) on route 7a9d3b6c-d3cc-4099-a31b-4c7c4f408ac8
19:23:47,653 INFO  ~ Fixed 35 / 37 stops after first round for trip pattern 3ac1c68e-e185-4644-ae51-b3eec4e2513a (HIGHVIEW) on route db100496-6eb0-4467-904a-87ecbbab2964
19:23:47,792 INFO  ~ Fixed 35 / 48 stops after first round for trip pattern 870ae73e-0d97-4f70-88a0-297c9f21bb0f (WHEATON STATION) on route c0a7b3d8-f408-49a9-9dca-0b2b9f497db5
19:23:47,829 INFO  ~ Fixed 19 / 23 stops after first round for trip pattern 56b33a83-8e31-4154-a950-92d7fd8312f9 (DUPONT CIRCLE) on route 6537941e-d965-4717-8c3e-a61daa69e249
19:23:47,830 WARN  ~ Shape dist traveled past end of shape, was 5320.582860318233, expected max 5320.582860318233, clamping
19:23:48,020 INFO  ~ Fixed 52 / 63 stops after first round for trip pattern 6ba25fff-154f-403c-bf45-e056c3d8141f (NEW CARROLLTON STATION) on route ef580214-561e-4e5e-96ae-9fc8dc37cd6e
19:23:48,239 INFO  ~ Fixed 20 / 48 stops after first round for trip pattern ba46d77a-eba5-493e-9686-1763d3dc483a (MARSHALL HEIGHTS - LINCOLN HEIGHTS) on route 9ef1e536-7ddb-46ce-81ec-6fcecc3c2d43
19:23:48,246 WARN  ~ Shape dist traveled past end of shape, was 20717.48414418741, expected max 20717.48414418741, clamping
19:23:48,246 WARN  ~ Shape dist traveled past end of shape, was 20717.48414418741, expected max 20717.48414418741, clamping
19:23:48,247 WARN  ~ Shape dist traveled past end of shape, was 20717.48414418741, expected max 20717.48414418741, clamping
19:23:48,248 WARN  ~ Shape dist traveled past end of shape, was 20717.48414418741, expected max 20717.48414418741, clamping
19:23:48,248 WARN  ~ Shape dist traveled past end of shape, was 20717.48414418741, expected max 20717.48414418741, clamping
19:23:48,249 WARN  ~ Shape dist traveled past end of shape, was 20717.48414418741, expected max 20717.48414418741, clamping
19:23:48,249 WARN  ~ Shape dist traveled past end of shape, was 20717.48414418741, expected max 20717.48414418741, clamping
19:23:48,250 WARN  ~ Shape dist traveled past end of shape, was 20717.48414418741, expected max 20717.48414418741, clamping
19:23:48,338 INFO  ~ Fixed 40 / 53 stops after first round for trip pattern 417d352c-9871-4dca-84eb-a955f3fc3a47 (ROCKVILLE STATION) on route 276b52a5-4e2d-4c24-b0cd-bef9226b9dfb
19:23:48,340 WARN  ~ Shape dist traveled past end of shape, was 16949.91213714756, expected max 16949.91213714756, clamping
19:23:48,522 INFO  ~ Fixed 35 / 41 stops after first round for trip pattern bd14daf4-4ddb-4f86-b70d-ddd263014c71 (CULMORE) on route ac471af9-d56b-4bf2-8798-b895cdb4c614
19:23:48,595 INFO  ~ Fixed 18 / 18 stops after first round for trip pattern d7e25f1d-4d38-4e28-b4dd-72cbdb3efa56 (GREENBELT CENTER) on route d4834b02-dbe9-4b55-9e7c-8ff78362f23c
19:23:48,665 INFO  ~ Fixed 32 / 39 stops after first round for trip pattern e9fe8d66-5b95-4737-82ed-e9b8ba03208e (ADDISON RD STATION) on route 18ae1c27-9702-42d0-ba65-f6a9e7c23b31
19:23:48,667 WARN  ~ Shape dist traveled past end of shape, was 10810.70891348626, expected max 10810.70891348626, clamping
19:23:48,849 INFO  ~ Fixed 51 / 56 stops after first round for trip pattern 894da8d3-9698-4f4d-9e1a-97f602955ddb (ORANGE HUNT) on route 3b45ac40-2361-43db-8c36-fb57f8670b38
19:23:48,992 INFO  ~ Fixed 51 / 62 stops after first round for trip pattern 087644d9-b780-4251-a84f-101c0fa707ca (ELLINGTON BRIDGE) on route ca60a6aa-1ff4-423e-b306-f8d057f252c5
19:23:49,036 INFO  ~ Fixed 14 / 16 stops after first round for trip pattern cab89c96-eb6f-4be7-8eeb-6680ae9bee8b (KINGS PARK WEST) on route ae36b111-35d2-4485-b492-9a0d786592fd
19:23:49,137 INFO  ~ Fixed 43 / 50 stops after first round for trip pattern 05525a7a-d75a-4da4-9a74-b1f66b0ca45d (MCLEAN STATION) on route 8f4a9475-3ff9-4508-8a08-96765db26bff
19:23:49,258 INFO  ~ Fixed 33 / 38 stops after first round for trip pattern 5fddd708-2bb5-41fb-b573-6c5d53b88261 (DUNN LORING STATION) on route 5f2f0976-1d10-4c36-94e3-3ffaa61f72e6
19:23:49,384 INFO  ~ Fixed 37 / 44 stops after first round for trip pattern 4eb79767-0f60-4e00-a99d-63c54ed2fcc7 (TEMPLE HILLS) on route 0913edda-4110-44a0-a9a5-d4485ea64f88
19:23:49,565 INFO  ~ Fixed 55 / 73 stops after first round for trip pattern 8dc719e9-6ba3-4182-94a6-08bc5dc42612 (SOUTHERN AVE STATION) on route 2625d9e9-2422-4671-a9cc-f0fc525798dd
19:23:49,773 INFO  ~ Fixed 61 / 68 stops after first round for trip pattern 29e50989-e265-42f2-88f7-2199a7b1b6a6 (BALLSTON) on route 8502291b-5c5d-4f36-9799-dbd2658168f7
19:23:49,852 INFO  ~ Loaded 14000 / 49539 trips
19:23:49,924 INFO  ~ Fixed 31 / 35 stops after first round for trip pattern 539ed949-9a26-4e56-accf-fd77dfa78a93 (LEISURE WORLD) on route 28a882a6-86ff-42c8-962c-74bae51a5f7a
19:23:50,429 INFO  ~ Fixed 87 / 102 stops after first round for trip pattern 54e611a6-8af8-49bf-acfa-3cc946f2a38a (SOUTHERN AVE STATION) on route 9ae6bf06-cdd6-4556-a3c0-defc7421df55
19:23:50,673 INFO  ~ Fixed 60 / 76 stops after first round for trip pattern 085f71a9-5451-4c0f-8b8f-30434098a539 (SUITLAND STATION) on route 2625d9e9-2422-4671-a9cc-f0fc525798dd
19:23:50,675 WARN  ~ Shape dist traveled past end of shape, was 21371.861550253358, expected max 21371.861550253358, clamping
19:23:50,754 INFO  ~ Fixed 9 / 11 stops after first round for trip pattern fcde5021-4990-40cd-87ac-cd10d0a23a1c (NAVY YARD STATION) on route cf5023f7-b5f9-4b3a-9d46-7884978c0294
19:23:50,816 INFO  ~ Fixed 16 / 18 stops after first round for trip pattern 3a2f3b38-38fb-4afe-8851-9c8ec93c6917 (PENTAGON) on route be3a9254-6865-4845-b39f-bc40ca658cbd
19:23:50,827 INFO  ~ Fixed 21 / 21 stops after first round for trip pattern b8550859-4301-4791-8da6-72624ab5bde1 (GREENBELT) on route 85eb7683-ac32-49d9-b969-fc8109723f7b
19:23:51,028 INFO  ~ Fixed 37 / 46 stops after first round for trip pattern 9d08dc5f-7d0d-4af9-ad93-a827753dd353 (GREENBELT STATION) on route 1f05e5a6-9758-4d53-af38-3902b65ff3f8
19:23:51,083 INFO  ~ Fixed 29 / 35 stops after first round for trip pattern 1c31e05f-d03a-43c8-be90-c2e293b0e8dd (WHEATON STATION) on route 28a882a6-86ff-42c8-962c-74bae51a5f7a
19:23:51,084 WARN  ~ Shape dist traveled past end of shape, was 9776.594833578622, expected max 9776.594833578622, clamping
19:23:51,287 INFO  ~ Fixed 60 / 60 stops after first round for trip pattern 8e38a0aa-9f4d-4db6-aef6-cca7a9fe860a (SHIRLINGTON) on route c5c9da55-efd8-4a2b-aacd-a907fb8a887f
19:23:51,404 INFO  ~ Fixed 24 / 38 stops after first round for trip pattern cc2f45db-60f6-43e4-8268-9ae9053328fa (NAYLOR RD STATION) on route 21c9e6b5-0d2b-4611-a2f7-15fbc345cda7
19:23:51,406 WARN  ~ Shape dist traveled past end of shape, was 19209.525754566755, expected max 19209.525165481176, clamping
19:23:51,406 WARN  ~ Shape dist traveled past end of shape, was 19209.525754566755, expected max 19209.525165481176, clamping
19:23:51,407 WARN  ~ Shape dist traveled past end of shape, was 19209.525754566755, expected max 19209.525165481176, clamping
19:23:51,408 WARN  ~ Shape dist traveled past end of shape, was 19209.525754566755, expected max 19209.525165481176, clamping
19:23:51,408 WARN  ~ Shape dist traveled past end of shape, was 19209.525754566755, expected max 19209.525165481176, clamping
19:23:51,408 WARN  ~ Shape dist traveled past end of shape, was 19209.525754566755, expected max 19209.525165481176, clamping
19:23:51,590 INFO  ~ Fixed 42 / 58 stops after first round for trip pattern 2a6ee7a3-daac-4a56-8700-26d158e9f02f (CHEVERLY STATION) on route 8591c000-2379-43a1-a8ae-ffcc23d49467
19:23:51,896 INFO  ~ Fixed 50 / 71 stops after first round for trip pattern d6ec7e22-214c-4045-8d84-fe1bf4f155b4 (WASHINGTON BUSINESS PARK) on route 8591c000-2379-43a1-a8ae-ffcc23d49467
19:23:51,936 INFO  ~ Fixed 20 / 23 stops after first round for trip pattern 867c54de-ecd6-468b-b743-2388e356c3af (PENTAGON) on route a93fb001-6c25-4bef-9b60-3dbf27549a2b
19:23:51,946 INFO  ~ Fixed 14 / 14 stops after first round for trip pattern eafd821d-bbd3-4e3f-bc8d-ee12c5358876 (LARGO TOWN CENTER) on route bcbe2132-0edd-47eb-954c-7cdb6777f025
19:23:51,959 INFO  ~ Fixed 13 / 15 stops after first round for trip pattern cd09cc9a-c669-423a-bf58-1ef6630032f3 (MT RAINIER) on route 17dfeee1-c024-48e7-b4c4-56ddbecd3c2d
19:23:52,228 INFO  ~ Fixed 60 / 68 stops after first round for trip pattern f177f755-26ab-4909-b32e-2b8fbbb31559 (KING STREET - OLD TOWN STATION) on route 29d0d9cd-8b58-47e5-af03-4a42f14048a6
19:23:52,512 INFO  ~ Fixed 35 / 42 stops after first round for trip pattern 0f7f34d2-f96d-4ce3-ba47-674765207610 (ADDISON RD STATION) on route f0647e83-20b7-42a7-a5f8-46429d343d38
19:23:52,790 INFO  ~ Fixed 26 / 35 stops after first round for trip pattern 417470ba-af7c-4037-87df-1636f7f4741b (POINTER RIDGE) on route 47e747f8-fee2-4376-9d7c-fc55b29c8ba6
19:23:52,876 INFO  ~ Fixed 39 / 43 stops after first round for trip pattern 9f9283fd-ed43-485e-b7ac-7269305a520f (EAST FALLS CHURCH STATION) on route be3d2410-3446-44a7-bac2-cb9f3693e3db
19:23:52,992 INFO  ~ Fixed 46 / 54 stops after first round for trip pattern 1377d683-0265-4c82-b786-d50f8c5f8bb2 (GARFIELD - ANACOSTIA LOOP) on route b17551d9-e7c4-4905-8eab-0b3087744de4
19:23:52,993 WARN  ~ Two stops on trip pattern 1377d683-0265-4c82-b786-d50f8c5f8bb2 map to same point on shape
19:23:52,993 WARN  ~ Two stops on trip pattern 1377d683-0265-4c82-b786-d50f8c5f8bb2 map to same point on shape
19:23:53,018 INFO  ~ Loaded 15000 / 49539 trips
19:23:53,383 INFO  ~ Fixed 63 / 77 stops after first round for trip pattern 2f4d67fb-7bd1-44dc-9293-5575a6be9259 (WHITE FLINT STATION) on route a231852c-67bd-4eb0-874d-d6b116737c58
19:23:53,550 INFO  ~ Fixed 47 / 53 stops after first round for trip pattern b7c8f693-327c-4e1d-bbca-6495aa3544cc (SILVER SPRING STATION) on route a5d53598-b6d2-483d-afeb-53f0e06851e0
19:23:53,618 INFO  ~ Fixed 21 / 30 stops after first round for trip pattern afb4be33-d72e-47b1-8d40-812af7c0e459 (N V C C - ALEXANDRIA) on route a93fb001-6c25-4bef-9b60-3dbf27549a2b
19:23:53,619 WARN  ~ Two stops on trip pattern afb4be33-d72e-47b1-8d40-812af7c0e459 map to same point on shape
19:23:53,682 INFO  ~ Fixed 27 / 38 stops after first round for trip pattern 5974d945-eae1-48c3-864c-e34f1df8c5cf (14TH & BUCHANAN) on route c9fc83e7-760f-4a2a-b282-5b459887a9c5
19:23:53,684 WARN  ~ Shape dist traveled past end of shape, was 9707.93988637319, expected max 9707.93988637319, clamping
19:23:53,896 INFO  ~ Fixed 48 / 62 stops after first round for trip pattern 523c41ec-a50c-42a9-9772-a2ab5528b83f (CALVERTON) on route e4394d64-dd3c-479a-b34e-4c4ee8abb7cc
19:23:53,901 WARN  ~ Shape dist traveled past end of shape, was 25091.65345338256, expected max 25091.65345338256, clamping
19:23:53,915 INFO  ~ Fixed 11 / 12 stops after first round for trip pattern 0300045c-6d33-4521-89c2-17ac9f1efac3 (FDA / FRC) on route 703d5e5e-9a16-41af-941c-59be7bc68564
19:23:54,185 INFO  ~ Fixed 73 / 77 stops after first round for trip pattern ab7404c9-9805-44e9-8776-7a65cd939edb (CRYSTAL CITY) on route a82d1b71-cf03-466d-907b-e5e9bff4f470
19:23:54,414 INFO  ~ Fixed 21 / 26 stops after first round for trip pattern 00e9b5db-171b-4df7-9d17-5abf3844ff59 (SILVER SPRING STATION) on route 008ddbb6-73a5-4bc4-b10e-a4f5f1e4c512
19:23:54,436 INFO  ~ Fixed 15 / 19 stops after first round for trip pattern b2a1c110-24ef-4f44-8f2a-08f651baf0d1 (CAPITOL HEIGHTS STATION) on route a1be7d1a-0fc1-4cfc-96ff-06929d1ff313
19:23:54,436 WARN  ~ Shape dist traveled past end of shape, was 4704.801741611305, expected max 4704.801741611305, clamping
19:23:54,579 INFO  ~ Fixed 49 / 54 stops after first round for trip pattern 8fb8d273-4257-47a3-982c-6be347faa5cb (VIENNA STATION) on route fd94d309-87ba-47c2-a7f1-649be2e841fe
19:23:54,721 INFO  ~ Fixed 33 / 46 stops after first round for trip pattern 919da1f3-35eb-4a01-a310-b7c13db10cbe (MCPHERSON SQUARE) on route f85fc952-8ec2-44c0-aa40-a0a49a954224
19:23:54,786 INFO  ~ Fixed 33 / 37 stops after first round for trip pattern 023f6955-802d-4e44-9959-4c5a85afb601 (PRINCE GEORGES PLAZA STATION) on route b8fe3422-4e66-4087-beac-b82d90639791
19:23:54,881 INFO  ~ Fixed 38 / 51 stops after first round for trip pattern 75b837c2-7ba8-4201-8d1b-49c9a63cb534 (FARRAGUT SQUARE) on route cae5f3c8-f4e7-4bc7-a9c5-f24776fe35cf
19:23:54,980 INFO  ~ Fixed 4 / 6 stops after first round for trip pattern 1c35873f-f719-488e-a1fb-5801d74331a1 (NEW CARROLLTON STATION) on route 4db268fd-2c00-410d-9f0b-626716e6e800
19:23:55,063 INFO  ~ Fixed 45 / 49 stops after first round for trip pattern ddacd8a0-887a-4418-9e82-30ea18285866 (ANACOSTIA STATION) on route 4a537ff7-3d11-4e37-9535-7de9296bd8a8
19:23:55,438 INFO  ~ Fixed 62 / 75 stops after first round for trip pattern 30ad3ba7-1bc1-40b4-8267-f6b88b1b7642 (CHEVERLY STATION) on route 324353ff-d624-45a2-a0fc-dfa4ce518ca8
19:23:55,441 WARN  ~ Two stops on trip pattern 30ad3ba7-1bc1-40b4-8267-f6b88b1b7642 map to same point on shape
19:23:55,653 INFO  ~ Fixed 62 / 74 stops after first round for trip pattern 80c3d403-bb32-4cf1-b174-be6b6423ccc8 (SILVER SPRING STATION) on route 9695dea6-79ed-4c77-bd04-b67404a87814
19:23:55,717 INFO  ~ Fixed 11 / 12 stops after first round for trip pattern 402cfd34-b140-4ebd-9a43-5887f9e54c74 (NATIONAL HARBOR) on route 3749ce95-2e73-4bca-947f-8deff993e893
19:23:55,792 INFO  ~ Fixed 29 / 32 stops after first round for trip pattern c388b608-a22f-487c-92d2-3b2af382df28 (MCPHERSON SQUARE) on route f8346fd3-2fb8-4e48-8348-82039c822708
19:23:55,800 INFO  ~ Fixed 21 / 21 stops after first round for trip pattern 42100307-1943-4c1a-990d-b18403f8d3fd (GREENBELT) on route 85eb7683-ac32-49d9-b969-fc8109723f7b
19:23:55,893 INFO  ~ Fixed 43 / 46 stops after first round for trip pattern 9b675e85-d539-4e25-ad88-37aa3cf32d16 (FORT TOTTEN) on route f8346fd3-2fb8-4e48-8348-82039c822708
19:23:55,949 INFO  ~ Fixed 26 / 27 stops after first round for trip pattern 4ed7a3ee-1a79-443a-893a-3e8a64bd7394 (ARCHIVES) on route 4a537ff7-3d11-4e37-9535-7de9296bd8a8
19:23:55,979 INFO  ~ Fixed 17 / 20 stops after first round for trip pattern 96ad14f2-5dd4-4305-9566-c0f598a6449d (ANACOSTIA STATION) on route 2a768143-d6a0-4e63-9c7f-e0ef651fa5fc
19:23:56,002 INFO  ~ Fixed 14 / 17 stops after first round for trip pattern 965d333c-803e-4b28-acee-79de7a3c3bda (PARK CENTER) on route 43c9e904-6d1e-4d86-8f38-cd04e1729fc0
19:23:56,087 INFO  ~ Fixed 36 / 44 stops after first round for trip pattern 5f7af1b1-9558-4b40-afc7-6730ce34281c (SUITLAND STATION) on route f0647e83-20b7-42a7-a5f8-46429d343d38
19:23:56,115 INFO  ~ Loaded 16000 / 49539 trips
19:23:56,205 INFO  ~ Fixed 27 / 36 stops after first round for trip pattern 91d21d45-c787-4ad6-b5d2-977686e470ea (WASHINGTON BUSINESS PARK) on route 8591c000-2379-43a1-a8ae-ffcc23d49467
19:23:56,291 INFO  ~ Fixed 39 / 45 stops after first round for trip pattern 412ac723-a62a-4621-ae92-9f9bb30fe5dd (FEDERAL TRIANGLE) on route 4deeb452-efc7-4a92-a9d7-c1957385dc8e
19:23:56,379 INFO  ~ Fixed 33 / 42 stops after first round for trip pattern 0883c153-1fdf-4e13-beef-961b319bf6a1 (SUITLAND STATION) on route b9ed926b-700f-48d2-bfa1-9327158a9be5
19:23:56,406 INFO  ~ Fixed 14 / 15 stops after first round for trip pattern 46f0bfe8-8053-4770-bd45-18a208966c43 (BALLSTON STATION) on route 72bbb68e-f0ec-43f1-9d47-3cbb1d6d5044
19:23:56,407 WARN  ~ Shape dist traveled past end of shape, was 4473.671541854879, expected max 4473.671541854879, clamping
19:23:56,453 INFO  ~ Fixed 22 / 30 stops after first round for trip pattern e3a38e18-62c4-448c-bff7-ad0fecfea262 (CULMORE) on route ad03570f-7f5b-4a33-aeab-e94e9ec367cd
19:23:56,563 INFO  ~ Fixed 44 / 50 stops after first round for trip pattern 2983870d-e1aa-4457-87f9-5310aa001e11 (FARRAGUT SQUARE) on route 86d571ea-655e-44a7-9d31-fa663060a25a
19:23:56,671 INFO  ~ Fixed 16 / 27 stops after first round for trip pattern 673b574a-d663-4344-8a28-10032a9bae06 (SILVER SPRING STATION) on route 02918ea7-0704-4f8b-8aa2-202f971fd2d0
19:23:56,910 INFO  ~ Fixed 74 / 84 stops after first round for trip pattern e2286d19-9db2-4c51-a651-8e8598720ce2 (ROSSLYN) on route 5a3674aa-7107-41dd-bdaf-7c2c19cf154e
